record_id,vehicle_id,date,maintenance_type,failure_type,severity,parts_replaced,repair_cost,downtime_hours,technician_id,workshop_id,root_cause,action_taken,notes,next_maintenance_date
REC-VEH-1008-46,VEH-1008,2026-05-22T22:26:25.986418,preventive,engine,medium,"['spark plugs', 'piston rings']",641.93,9.4,TECH-015,WS-001,Wear and tear on engine components,"Replaced spark plugs, piston rings",Routine medium maintenance,2026-07-27T22:26:25.986418
REC-VEH-1008-168,VEH-1008,2026-01-20T22:26:25.986555,preventive,electrical,high,"['wiring harness', 'battery', 'starter motor']",1771.28,25.4,TECH-006,WS-004,Wear and tear on electrical components,"Replaced wiring harness, battery, starter motor",Routine high maintenance,2026-02-24T22:26:25.986555
REC-VEH-1008-253,VEH-1008,2025-10-27T22:26:25.986692,predictive,electrical,low,['starter motor'],209.53,1.1,TECH-007,WS-004,Wear and tear on electrical components,Replaced starter motor,Routine low maintenance,2025-12-20T22:26:25.986692
REC-VEH-1008-31,VEH-1008,2026-06-06T22:26:25.986956,corrective,engine,medium,"['piston rings', 'spark plugs']",806.0,11.0,TECH-010,WS-001,Wear and tear on engine components,"Replaced piston rings, spark plugs",Routine medium maintenance,2026-07-29T22:26:25.986956
REC-VEH-1008-310,VEH-1008,2025-08-31T22:26:25.987208,preventive,electrical,high,"['alternator', 'battery', 'wiring harness']",2031.15,28.0,TECH-011,WS-001,Wear and tear on electrical components,"Replaced alternator, battery, wiring harness",Routine high maintenance,2025-10-06T22:26:25.987208
REC-VEH-1009-159,VEH-1009,2026-01-29T22:26:25.987435,corrective,electrical,high,"['wiring harness', 'starter motor', 'alternator']",1658.79,26.0,TECH-011,WS-004,Wear and tear on electrical components,"Replaced wiring harness, starter motor, alternator",Routine high maintenance,2026-03-19T22:26:25.987435
REC-VEH-1009-120,VEH-1009,2026-03-09T22:26:25.987645,preventive,transmission,medium,"['gears', 'synchros']",660.41,9.7,TECH-013,WS-003,Wear and tear on transmission components,"Replaced gears, synchros",Routine medium maintenance,2026-04-20T22:26:25.987645
REC-VEH-1009-147,VEH-1009,2026-02-10T22:26:25.987865,predictive,electrical,medium,"['battery', 'alternator']",759.83,11.8,TECH-009,WS-004,Wear and tear on electrical components,"Replaced battery, alternator",Routine medium maintenance,2026-03-24T22:26:25.987865
REC-VEH-1009-85,VEH-1009,2026-04-13T22:26:25.988008,predictive,transmission,critical,"['gears', 'synchros', 'transmission fluid', 'clutch']",5629.86,73.3,TECH-014,WS-004,Wear and tear on transmission components,"Replaced gears, synchros, transmission fluid, clutch",Routine critical maintenance,2026-05-28T22:26:25.988008
REC-VEH-1009-132,VEH-1009,2026-02-25T22:26:25.988147,corrective,brake,medium,"['brake pads', 'brake rotors']",795.26,8.9,TECH-011,WS-003,Wear and tear on brake components,"Replaced brake pads, brake rotors",Routine medium maintenance,2026-05-21T22:26:25.988147
REC-VEH-1009-137,VEH-1009,2026-02-20T22:26:25.988342,predictive,electrical,low,['wiring harness'],166.24,3.1,TECH-009,WS-002,Wear and tear on electrical components,Replaced wiring harness,Routine low maintenance,2026-05-20T22:26:25.988342
REC-VEH-1009-106,VEH-1009,2026-03-23T22:26:25.988599,corrective,brake,low,['brake rotors'],163.7,1.0,TECH-001,WS-002,Wear and tear on brake components,Replaced brake rotors,Routine low maintenance,2026-05-20T22:26:25.988599
REC-VEH-1009-120,VEH-1009,2026-03-09T22:26:25.988746,predictive,engine,medium,"['oil filter', 'spark plugs']",825.0,9.9,TECH-011,WS-003,Wear and tear on engine components,"Replaced oil filter, spark plugs",Routine medium maintenance,2026-05-20T22:26:25.988746
REC-VEH-1010-138,VEH-1010,2026-02-19T22:26:25.988889,preventive,brake,medium,"['brake fluid', 'brake rotors']",873.47,9.8,TECH-013,WS-004,Wear and tear on brake components,"Replaced brake fluid, brake rotors",Routine medium maintenance,2026-04-25T22:26:25.988889
REC-VEH-1010-90,VEH-1010,2026-04-08T22:26:25.989027,predictive,engine,critical,"['piston rings', 'oil filter', 'air filter', 'spark plugs']",5753.94,71.7,TECH-008,WS-001,Wear and tear on engine components,"Replaced piston rings, oil filter, air filter, spark plugs",Routine critical maintenance,2026-06-19T22:26:25.989027
REC-VEH-1010-46,VEH-1010,2026-05-22T22:26:25.989168,corrective,electrical,medium,"['starter motor', 'alternator']",742.95,11.2,TECH-002,WS-004,Wear and tear on electrical components,"Replaced starter motor, alternator",Routine medium maintenance,2026-06-25T22:26:25.989168
REC-VEH-1010-249,VEH-1010,2025-10-31T22:26:25.989308,preventive,electrical,medium,"['battery', 'starter motor']",750.62,8.7,TECH-016,WS-003,Wear and tear on electrical components,"Replaced battery, starter motor",Routine medium maintenance,2026-01-08T22:26:25.989308
REC-VEH-1010-157,VEH-1010,2026-01-31T22:26:25.989531,corrective,transmission,medium,"['gears', 'transmission fluid']",678.84,8.4,TECH-004,WS-001,Wear and tear on transmission components,"Replaced gears, transmission fluid",Routine medium maintenance,2026-03-29T22:26:25.989531
REC-VEH-1011-46,VEH-1011,2026-05-22T22:26:25.989714,corrective,engine,medium,"['oil filter', 'air filter']",667.15,12.0,TECH-007,WS-003,Wear and tear on engine components,"Replaced oil filter, air filter",Routine medium maintenance,2026-08-09T22:26:25.989714
REC-VEH-1011-137,VEH-1011,2026-02-20T22:26:25.989853,preventive,engine,medium,"['air filter', 'oil filter']",607.44,9.6,TECH-004,WS-004,Wear and tear on engine components,"Replaced air filter, oil filter",Routine medium maintenance,2026-04-17T22:26:25.989853
REC-VEH-1011-192,VEH-1011,2025-12-27T22:26:25.989988,corrective,electrical,medium,"['alternator', 'starter motor']",770.98,7.1,TECH-006,WS-003,Wear and tear on electrical components,"Replaced alternator, starter motor",Routine medium maintenance,2026-02-17T22:26:25.989988
REC-VEH-1011-342,VEH-1011,2025-07-30T22:26:25.990125,predictive,brake,low,['calipers'],208.09,4.0,TECH-002,WS-002,Wear and tear on brake components,Replaced calipers,Routine low maintenance,2025-08-29T22:26:25.990125
REC-VEH-1011-67,VEH-1011,2026-05-01T22:26:25.990262,predictive,brake,low,['brake pads'],247.33,5.2,TECH-008,WS-004,Wear and tear on brake components,Replaced brake pads,Routine low maintenance,2026-07-28T22:26:25.990262
REC-VEH-1011-64,VEH-1011,2026-05-04T22:26:25.990439,corrective,tire,medium,"['valve stems', 'TPMS sensors']",809.9,11.7,TECH-002,WS-001,Wear and tear on tire components,"Replaced valve stems, TPMS sensors",Routine medium maintenance,2026-07-20T22:26:25.990439
REC-VEH-1011-221,VEH-1011,2025-11-28T22:26:25.990606,predictive,brake,medium,"['brake rotors', 'brake pads']",888.83,7.0,TECH-001,WS-001,Wear and tear on brake components,"Replaced brake rotors, brake pads",Routine medium maintenance,2026-01-26T22:26:25.990606
REC-VEH-1011-260,VEH-1011,2025-10-20T22:26:25.990745,preventive,tire,medium,"['valve stems', 'tires']",765.84,10.9,TECH-019,WS-003,Wear and tear on tire components,"Replaced valve stems, tires",Routine medium maintenance,2026-01-16T22:26:25.990745
REC-VEH-1011-316,VEH-1011,2025-08-25T22:26:25.990882,preventive,electrical,medium,"['alternator', 'battery']",756.62,11.9,TECH-005,WS-001,Wear and tear on electrical components,"Replaced alternator, battery",Routine medium maintenance,2025-11-10T22:26:25.990882
REC-VEH-1011-342,VEH-1011,2025-07-30T22:26:25.991017,preventive,electrical,high,"['alternator', 'starter motor', 'battery']",1873.95,22.1,TECH-005,WS-003,Wear and tear on electrical components,"Replaced alternator, starter motor, battery",Routine high maintenance,2025-10-12T22:26:25.991017
REC-VEH-1011-332,VEH-1011,2025-08-09T22:26:25.991153,corrective,brake,medium,"['brake rotors', 'calipers']",848.1,10.1,TECH-008,WS-003,Wear and tear on brake components,"Replaced brake rotors, calipers",Routine medium maintenance,2025-10-02T22:26:25.991153
REC-VEH-1011-46,VEH-1011,2026-05-22T22:26:25.991291,corrective,transmission,low,['synchros'],278.99,4.0,TECH-010,WS-004,Wear and tear on transmission components,Replaced synchros,Routine low maintenance,2026-06-21T22:26:25.991291
REC-VEH-1011-134,VEH-1011,2026-02-23T22:26:25.991429,preventive,tire,critical,"['wheel bearings', 'tires', 'valve stems', 'TPMS sensors']",5267.64,70.9,TECH-006,WS-004,Wear and tear on tire components,"Replaced wheel bearings, tires, valve stems, TPMS sensors",Routine critical maintenance,2026-05-06T22:26:25.991429
REC-VEH-1011-240,VEH-1011,2025-11-09T22:26:25.991574,predictive,brake,low,['brake fluid'],247.88,5.7,TECH-008,WS-003,Wear and tear on brake components,Replaced brake fluid,Routine low maintenance,2025-12-27T22:26:25.991574
REC-VEH-1011-78,VEH-1011,2026-04-20T22:26:25.991712,predictive,brake,medium,"['brake pads', 'brake rotors']",614.1,11.6,TECH-019,WS-002,Wear and tear on brake components,"Replaced brake pads, brake rotors",Routine medium maintenance,2026-07-06T22:26:25.991712
REC-VEH-1011-24,VEH-1011,2026-06-13T22:26:25.991850,predictive,brake,medium,"['calipers', 'brake fluid']",692.67,9.6,TECH-015,WS-001,Wear and tear on brake components,"Replaced calipers, brake fluid",Routine medium maintenance,2026-08-31T22:26:25.991850
REC-VEH-1011-264,VEH-1011,2025-10-16T22:26:25.991985,preventive,engine,critical,"['oil filter', 'piston rings', 'air filter', 'spark plugs']",5527.99,73.4,TECH-003,WS-002,Wear and tear on engine components,"Replaced oil filter, piston rings, air filter, spark plugs",Routine critical maintenance,2026-01-10T22:26:25.991985
REC-VEH-1012-285,VEH-1012,2025-09-25T22:26:25.992129,predictive,brake,high,"['brake pads', 'brake rotors', 'calipers']",2091.42,27.3,TECH-016,WS-003,Wear and tear on brake components,"Replaced brake pads, brake rotors, calipers",Routine high maintenance,2025-11-03T22:26:25.992129
REC-VEH-1012-216,VEH-1012,2025-12-03T22:26:25.992266,corrective,transmission,low,['synchros'],150.06,6.0,TECH-015,WS-002,Wear and tear on transmission components,Replaced synchros,Routine low maintenance,2026-02-10T22:26:25.992266
REC-VEH-1012-210,VEH-1012,2025-12-09T22:26:25.992402,preventive,brake,medium,"['brake fluid', 'brake pads']",748.7,6.8,TECH-006,WS-002,Wear and tear on brake components,"Replaced brake fluid, brake pads",Routine medium maintenance,2026-01-22T22:26:25.992402
REC-VEH-1012-3,VEH-1012,2026-07-04T22:26:25.992585,corrective,engine,low,['oil filter'],237.5,5.9,TECH-009,WS-003,Wear and tear on engine components,Replaced oil filter,Routine low maintenance,2026-09-02T22:26:25.992585
REC-VEH-1012-143,VEH-1012,2026-02-14T22:26:25.992742,predictive,transmission,medium,"['clutch', 'transmission fluid']",785.49,10.6,TECH-018,WS-003,Wear and tear on transmission components,"Replaced clutch, transmission fluid",Routine medium maintenance,2026-04-15T22:26:25.992742
REC-VEH-1012-189,VEH-1012,2025-12-30T22:26:25.992880,preventive,transmission,medium,"['transmission fluid', 'synchros']",655.94,8.1,TECH-017,WS-001,Wear and tear on transmission components,"Replaced transmission fluid, synchros",Routine medium maintenance,2026-01-29T22:26:25.992880
REC-VEH-1012-205,VEH-1012,2025-12-14T22:26:25.993016,predictive,engine,medium,"['air filter', 'piston rings']",866.52,10.9,TECH-016,WS-002,Wear and tear on engine components,"Replaced air filter, piston rings",Routine medium maintenance,2026-03-04T22:26:25.993016
REC-VEH-1012-205,VEH-1012,2025-12-14T22:26:25.993152,preventive,brake,low,['brake fluid'],233.31,1.5,TECH-007,WS-004,Wear and tear on brake components,Replaced brake fluid,Routine low maintenance,2026-02-08T22:26:25.993152
REC-VEH-1012-246,VEH-1012,2025-11-03T22:26:25.993287,corrective,engine,medium,"['spark plugs', 'piston rings']",797.84,8.4,TECH-003,WS-002,Wear and tear on engine components,"Replaced spark plugs, piston rings",Routine medium maintenance,2025-12-25T22:26:25.993287
REC-VEH-1012-74,VEH-1012,2026-04-24T22:26:25.993427,corrective,brake,medium,"['brake pads', 'brake fluid']",652.74,10.9,TECH-013,WS-004,Wear and tear on brake components,"Replaced brake pads, brake fluid",Routine medium maintenance,2026-05-31T22:26:25.993427
REC-VEH-1012-189,VEH-1012,2025-12-30T22:26:25.993562,predictive,engine,low,['air filter'],282.34,4.7,TECH-001,WS-002,Wear and tear on engine components,Replaced air filter,Routine low maintenance,2026-03-02T22:26:25.993562
REC-VEH-1012-277,VEH-1012,2025-10-03T22:26:25.993696,preventive,brake,high,"['calipers', 'brake rotors', 'brake fluid']",2072.43,25.8,TECH-018,WS-003,Wear and tear on brake components,"Replaced calipers, brake rotors, brake fluid",Routine high maintenance,2025-12-15T22:26:25.993696
REC-VEH-1013-41,VEH-1013,2026-05-27T22:26:25.993839,preventive,brake,medium,"['brake fluid', 'brake pads']",727.34,9.5,TECH-006,WS-004,Wear and tear on brake components,"Replaced brake fluid, brake pads",Routine medium maintenance,2026-07-28T22:26:25.993839
REC-VEH-1013-359,VEH-1013,2025-07-13T22:26:25.993975,predictive,electrical,critical,"['wiring harness', 'alternator', 'starter motor', 'battery']",5334.41,74.9,TECH-017,WS-004,Wear and tear on electrical components,"Replaced wiring harness, alternator, starter motor, battery",Routine critical maintenance,2025-09-23T22:26:25.993975
REC-VEH-1013-142,VEH-1013,2026-02-15T22:26:25.994112,preventive,tire,medium,"['wheel bearings', 'valve stems']",700.72,9.3,TECH-006,WS-003,Wear and tear on tire components,"Replaced wheel bearings, valve stems",Routine medium maintenance,2026-03-19T22:26:25.994112
REC-VEH-1013-295,VEH-1013,2025-09-15T22:26:25.994248,preventive,brake,medium,"['brake pads', 'brake rotors']",806.85,7.0,TECH-006,WS-001,Wear and tear on brake components,"Replaced brake pads, brake rotors",Routine medium maintenance,2025-10-20T22:26:25.994248
REC-VEH-1013-196,VEH-1013,2025-12-23T22:26:25.994383,predictive,tire,medium,"['TPMS sensors', 'tires']",720.29,8.7,TECH-009,WS-002,Wear and tear on tire components,"Replaced TPMS sensors, tires",Routine medium maintenance,2026-01-27T22:26:25.994383
REC-VEH-1013-314,VEH-1013,2025-08-27T22:26:25.994554,preventive,brake,low,['calipers'],290.08,1.0,TECH-001,WS-001,Wear and tear on brake components,Replaced calipers,Routine low maintenance,2025-09-28T22:26:25.994554
REC-VEH-1013-338,VEH-1013,2025-08-03T22:26:25.994727,corrective,engine,medium,"['piston rings', 'spark plugs']",659.48,8.0,TECH-009,WS-002,Wear and tear on engine components,"Replaced piston rings, spark plugs",Routine medium maintenance,2025-10-18T22:26:25.994727
REC-VEH-1013-151,VEH-1013,2026-02-06T22:26:25.994864,corrective,engine,low,['oil filter'],210.9,1.0,TECH-006,WS-001,Wear and tear on engine components,Replaced oil filter,Routine low maintenance,2026-04-02T22:26:25.994864
REC-VEH-1013-362,VEH-1013,2025-07-10T22:26:25.994999,preventive,electrical,low,['starter motor'],256.16,5.0,TECH-010,WS-003,Wear and tear on electrical components,Replaced starter motor,Routine low maintenance,2025-09-21T22:26:25.994999
REC-VEH-1013-314,VEH-1013,2025-08-27T22:26:25.995135,preventive,engine,medium,"['piston rings', 'air filter']",613.95,9.8,TECH-018,WS-002,Wear and tear on engine components,"Replaced piston rings, air filter",Routine medium maintenance,2025-10-05T22:26:25.995135
REC-VEH-1013-261,VEH-1013,2025-10-19T22:26:25.995270,preventive,transmission,medium,"['synchros', 'gears']",893.85,10.7,TECH-009,WS-003,Wear and tear on transmission components,"Replaced synchros, gears",Routine medium maintenance,2025-12-11T22:26:25.995270
REC-VEH-1013-171,VEH-1013,2026-01-17T22:26:25.995408,corrective,engine,medium,"['spark plugs', 'oil filter']",720.71,7.4,TECH-006,WS-002,Wear and tear on engine components,"Replaced spark plugs, oil filter",Routine medium maintenance,2026-02-22T22:26:25.995408
REC-VEH-1013-266,VEH-1013,2025-10-14T22:26:25.995544,preventive,engine,critical,"['spark plugs', 'piston rings', 'air filter', 'oil filter']",5454.42,71.8,TECH-012,WS-003,Wear and tear on engine components,"Replaced spark plugs, piston rings, air filter, oil filter",Routine critical maintenance,2025-11-27T22:26:25.995544
REC-VEH-1013-34,VEH-1013,2026-06-03T22:26:25.995681,corrective,brake,medium,"['brake pads', 'brake rotors']",802.19,9.1,TECH-010,WS-004,Wear and tear on brake components,"Replaced brake pads, brake rotors",Routine medium maintenance,2026-08-15T22:26:25.995681
REC-VEH-1014-39,VEH-1014,2026-05-29T22:26:25.995878,preventive,engine,low,['spark plugs'],263.11,5.3,TECH-014,WS-002,Wear and tear on engine components,Replaced spark plugs,Routine low maintenance,2026-08-10T22:26:25.995878
REC-VEH-1014-116,VEH-1014,2026-03-13T22:26:25.996159,preventive,brake,medium,"['brake fluid', 'brake pads']",815.02,11.1,TECH-010,WS-001,Wear and tear on brake components,"Replaced brake fluid, brake pads",Routine medium maintenance,2026-05-07T22:26:25.996159
REC-VEH-1014-344,VEH-1014,2025-07-28T22:26:25.996411,corrective,electrical,low,['alternator'],188.23,2.6,TECH-015,WS-001,Wear and tear on electrical components,Replaced alternator,Routine low maintenance,2025-09-10T22:26:25.996411
REC-VEH-1014-47,VEH-1014,2026-05-21T22:26:25.996701,preventive,transmission,high,"['synchros', 'transmission fluid', 'gears']",1893.27,26.2,TECH-018,WS-002,Wear and tear on transmission components,"Replaced synchros, transmission fluid, gears",Routine high maintenance,2026-07-05T22:26:25.996701
REC-VEH-1014-350,VEH-1014,2025-07-22T22:26:25.996974,predictive,brake,high,"['brake fluid', 'calipers', 'brake rotors']",1957.55,26.0,TECH-005,WS-001,Wear and tear on brake components,"Replaced brake fluid, calipers, brake rotors",Routine high maintenance,2025-10-15T22:26:25.996974
REC-VEH-1014-254,VEH-1014,2025-10-26T22:26:25.997123,corrective,electrical,low,['wiring harness'],212.44,5.4,TECH-005,WS-001,Wear and tear on electrical components,Replaced wiring harness,Routine low maintenance,2025-12-17T22:26:25.997123
REC-VEH-1014-305,VEH-1014,2025-09-05T22:26:25.997332,preventive,transmission,medium,"['synchros', 'gears']",839.2,8.4,TECH-009,WS-003,Wear and tear on transmission components,"Replaced synchros, gears",Routine medium maintenance,2025-10-06T22:26:25.997332
REC-VEH-1014-142,VEH-1014,2026-02-15T22:26:25.997493,corrective,brake,low,['brake pads'],274.29,1.5,TECH-017,WS-003,Wear and tear on brake components,Replaced brake pads,Routine low maintenance,2026-04-06T22:26:25.997493
REC-VEH-1015-230,VEH-1015,2025-11-19T22:26:25.997690,predictive,engine,medium,"['air filter', 'piston rings']",801.84,11.6,TECH-012,WS-001,Wear and tear on engine components,"Replaced air filter, piston rings",Routine medium maintenance,2025-12-26T22:26:25.997690
REC-VEH-1015-250,VEH-1015,2025-10-30T22:26:25.997841,preventive,engine,high,"['air filter', 'spark plugs', 'piston rings']",2087.52,27.3,TECH-016,WS-003,Wear and tear on engine components,"Replaced air filter, spark plugs, piston rings",Routine high maintenance,2026-01-16T22:26:25.997841
REC-VEH-1015-235,VEH-1015,2025-11-14T22:26:25.997981,corrective,electrical,medium,"['battery', 'starter motor']",819.51,6.9,TECH-007,WS-003,Wear and tear on electrical components,"Replaced battery, starter motor",Routine medium maintenance,2026-01-30T22:26:25.997981
REC-VEH-1015-44,VEH-1015,2026-05-24T22:26:25.998119,predictive,tire,low,['wheel bearings'],285.75,4.2,TECH-005,WS-001,Wear and tear on tire components,Replaced wheel bearings,Routine low maintenance,2026-06-24T22:26:25.998119
REC-VEH-1015-292,VEH-1015,2025-09-18T22:26:25.998257,corrective,brake,low,['brake fluid'],261.03,3.5,TECH-007,WS-003,Wear and tear on brake components,Replaced brake fluid,Routine low maintenance,2025-11-19T22:26:25.998257
REC-VEH-1015-19,VEH-1015,2026-06-18T22:26:25.998405,predictive,electrical,high,"['battery', 'starter motor', 'alternator']",1844.31,26.5,TECH-008,WS-003,Wear and tear on electrical components,"Replaced battery, starter motor, alternator",Routine high maintenance,2026-07-25T22:26:25.998405
REC-VEH-1015-104,VEH-1015,2026-03-25T22:26:25.998636,corrective,brake,low,['calipers'],233.64,3.1,TECH-016,WS-001,Wear and tear on brake components,Replaced calipers,Routine low maintenance,2026-06-13T22:26:25.998636
REC-VEH-1015-121,VEH-1015,2026-03-08T22:26:25.998951,predictive,transmission,low,['synchros'],185.51,1.0,TECH-004,WS-003,Wear and tear on transmission components,Replaced synchros,Routine low maintenance,2026-05-11T22:26:25.998951
REC-VEH-1015-301,VEH-1015,2025-09-09T22:26:25.999174,preventive,brake,critical,"['brake fluid', 'brake pads', 'calipers', 'brake rotors']",5601.7,73.2,TECH-019,WS-002,Wear and tear on brake components,"Replaced brake fluid, brake pads, calipers, brake rotors",Routine critical maintenance,2025-10-16T22:26:25.999174
REC-VEH-1015-51,VEH-1015,2026-05-17T22:26:25.999319,corrective,electrical,medium,"['battery', 'wiring harness']",623.44,7.0,TECH-008,WS-003,Wear and tear on electrical components,"Replaced battery, wiring harness",Routine medium maintenance,2026-08-11T22:26:25.999319
REC-VEH-1015-125,VEH-1015,2026-03-04T22:26:25.999459,corrective,brake,medium,"['brake pads', 'brake fluid']",741.41,9.2,TECH-016,WS-002,Wear and tear on brake components,"Replaced brake pads, brake fluid",Routine medium maintenance,2026-04-22T22:26:25.999459
REC-VEH-1015-288,VEH-1015,2025-09-22T22:26:25.999596,corrective,brake,high,"['brake pads', 'brake rotors', 'brake fluid']",1840.15,22.9,TECH-006,WS-003,Wear and tear on brake components,"Replaced brake pads, brake rotors, brake fluid",Routine high maintenance,2025-12-07T22:26:25.999596
REC-VEH-1015-317,VEH-1015,2025-08-24T22:26:25.999737,preventive,tire,high,"['valve stems', 'TPMS sensors', 'wheel bearings']",1732.67,27.8,TECH-018,WS-002,Wear and tear on tire components,"Replaced valve stems, TPMS sensors, wheel bearings",Routine high maintenance,2025-10-23T22:26:25.999737
REC-VEH-1015-109,VEH-1015,2026-03-20T22:26:25.999877,preventive,brake,high,"['brake rotors', 'brake pads', 'brake fluid']",2093.64,25.9,TECH-017,WS-004,Wear and tear on brake components,"Replaced brake rotors, brake pads, brake fluid",Routine high maintenance,2026-06-10T22:26:25.999877
REC-VEH-1016-177,VEH-1016,2026-01-11T22:26:26.000021,preventive,brake,low,['brake pads'],223.06,1.6,TECH-018,WS-001,Wear and tear on brake components,Replaced brake pads,Routine low maintenance,2026-02-23T22:26:26.000021
REC-VEH-1016-277,VEH-1016,2025-10-03T22:26:26.000159,predictive,engine,critical,"['oil filter', 'spark plugs', 'piston rings', 'air filter']",5703.91,70.6,TECH-003,WS-003,Wear and tear on engine components,"Replaced oil filter, spark plugs, piston rings, air filter",Routine critical maintenance,2025-12-03T22:26:26.000159
REC-VEH-1016-276,VEH-1016,2025-10-04T22:26:26.000296,predictive,engine,low,['piston rings'],255.82,4.0,TECH-018,WS-002,Wear and tear on engine components,Replaced piston rings,Routine low maintenance,2025-12-02T22:26:26.000296
REC-VEH-1016-119,VEH-1016,2026-03-10T22:26:26.000433,preventive,tire,low,['TPMS sensors'],235.74,4.4,TECH-003,WS-004,Wear and tear on tire components,Replaced TPMS sensors,Routine low maintenance,2026-04-16T22:26:26.000433
REC-VEH-1016-83,VEH-1016,2026-04-15T22:26:26.000610,predictive,engine,low,['oil filter'],240.62,5.2,TECH-016,WS-002,Wear and tear on engine components,Replaced oil filter,Routine low maintenance,2026-06-05T22:26:26.000610
REC-VEH-1016-165,VEH-1016,2026-01-23T22:26:26.000763,predictive,engine,medium,"['oil filter', 'piston rings']",814.21,11.4,TECH-015,WS-001,Wear and tear on engine components,"Replaced oil filter, piston rings",Routine medium maintenance,2026-02-23T22:26:26.000763
REC-VEH-1016-232,VEH-1016,2025-11-17T22:26:26.000914,predictive,electrical,critical,"['battery', 'starter motor', 'wiring harness', 'alternator']",5403.93,74.1,TECH-013,WS-003,Wear and tear on electrical components,"Replaced battery, starter motor, wiring harness, alternator",Routine critical maintenance,2026-02-02T22:26:26.000914
REC-VEH-1016-102,VEH-1016,2026-03-27T22:26:26.001051,predictive,engine,medium,"['air filter', 'piston rings']",779.48,11.5,TECH-011,WS-002,Wear and tear on engine components,"Replaced air filter, piston rings",Routine medium maintenance,2026-05-22T22:26:26.001051
REC-VEH-1016-68,VEH-1016,2026-04-30T22:26:26.001188,predictive,brake,high,"['calipers', 'brake pads', 'brake rotors']",1993.67,24.2,TECH-004,WS-001,Wear and tear on brake components,"Replaced calipers, brake pads, brake rotors",Routine high maintenance,2026-06-15T22:26:26.001188
REC-VEH-1016-46,VEH-1016,2026-05-22T22:26:26.001325,preventive,engine,high,"['spark plugs', 'oil filter', 'piston rings']",1781.29,23.6,TECH-019,WS-004,Wear and tear on engine components,"Replaced spark plugs, oil filter, piston rings",Routine high maintenance,2026-08-03T22:26:26.001325
REC-VEH-1016-208,VEH-1016,2025-12-11T22:26:26.001461,preventive,engine,low,['piston rings'],252.0,4.6,TECH-011,WS-001,Wear and tear on engine components,Replaced piston rings,Routine low maintenance,2026-02-12T22:26:26.001461
REC-VEH-1017-357,VEH-1017,2025-07-15T22:26:26.001604,predictive,brake,low,['brake pads'],295.37,1.0,TECH-005,WS-004,Wear and tear on brake components,Replaced brake pads,Routine low maintenance,2025-10-07T22:26:26.001604
REC-VEH-1017-246,VEH-1017,2025-11-03T22:26:26.001761,predictive,electrical,high,"['alternator', 'wiring harness', 'starter motor']",1955.52,23.9,TECH-006,WS-004,Wear and tear on electrical components,"Replaced alternator, wiring harness, starter motor",Routine high maintenance,2026-01-01T22:26:26.001761
REC-VEH-1017-26,VEH-1017,2026-06-11T22:26:26.001901,predictive,electrical,medium,"['starter motor', 'battery']",672.48,10.9,TECH-009,WS-002,Wear and tear on electrical components,"Replaced starter motor, battery",Routine medium maintenance,2026-08-06T22:26:26.001901
REC-VEH-1017-271,VEH-1017,2025-10-09T22:26:26.002037,predictive,transmission,medium,"['clutch', 'transmission fluid']",717.74,11.5,TECH-014,WS-002,Wear and tear on transmission components,"Replaced clutch, transmission fluid",Routine medium maintenance,2025-12-01T22:26:26.002037
REC-VEH-1017-165,VEH-1017,2026-01-23T22:26:26.002174,preventive,electrical,low,['battery'],286.38,1.0,TECH-007,WS-002,Wear and tear on electrical components,Replaced battery,Routine low maintenance,2026-03-25T22:26:26.002174
REC-VEH-1018-262,VEH-1018,2025-10-18T22:26:26.002315,corrective,engine,medium,"['piston rings', 'air filter']",669.91,9.1,TECH-013,WS-004,Wear and tear on engine components,"Replaced piston rings, air filter",Routine medium maintenance,2025-12-23T22:26:26.002315
REC-VEH-1018-244,VEH-1018,2025-11-05T22:26:26.002451,predictive,transmission,low,['synchros'],187.34,5.1,TECH-011,WS-001,Wear and tear on transmission components,Replaced synchros,Routine low maintenance,2026-01-16T22:26:26.002451
REC-VEH-1018-225,VEH-1018,2025-11-24T22:26:26.002730,corrective,electrical,low,['wiring harness'],232.91,1.0,TECH-007,WS-003,Wear and tear on electrical components,Replaced wiring harness,Routine low maintenance,2026-02-18T22:26:26.002730
REC-VEH-1018-18,VEH-1018,2026-06-19T22:26:26.003027,predictive,electrical,medium,"['starter motor', 'wiring harness']",763.08,6.7,TECH-019,WS-002,Wear and tear on electrical components,"Replaced starter motor, wiring harness",Routine medium maintenance,2026-07-24T22:26:26.003027
REC-VEH-1018-109,VEH-1018,2026-03-20T22:26:26.003252,preventive,engine,medium,"['spark plugs', 'oil filter']",798.59,8.8,TECH-012,WS-004,Wear and tear on engine components,"Replaced spark plugs, oil filter",Routine medium maintenance,2026-06-13T22:26:26.003252
REC-VEH-1018-80,VEH-1018,2026-04-18T22:26:26.003467,predictive,transmission,high,"['synchros', 'clutch', 'gears']",1700.65,27.4,TECH-014,WS-001,Wear and tear on transmission components,"Replaced synchros, clutch, gears",Routine high maintenance,2026-06-01T22:26:26.003467
REC-VEH-1018-36,VEH-1018,2026-06-01T22:26:26.003674,preventive,engine,critical,"['air filter', 'piston rings', 'oil filter', 'spark plugs']",5785.05,74.6,TECH-002,WS-003,Wear and tear on engine components,"Replaced air filter, piston rings, oil filter, spark plugs",Routine critical maintenance,2026-08-15T22:26:26.003674
